Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,profit
SO305,"Sunday, January 26, 2020",Distributor,USD,10,260,27,4,341.00,243.57,97.43
SO306,"Thursday, February 13, 2020",Wholesale,USD,20,44,6,6,414.57,296.12,118.45
SO307,"Saturday, January 25, 2020",Wholesale,USD,11,113,23,6,540.97,386.41,154.56
SO308,"Wednesday, February 5, 2020",Online,USD,11,338,40,3,341.66,244.04,97.62
SO309,"Saturday, April 4, 2020",In-Store,USD,10,85,8,1,243.34,173.81,69.53
SO310,"Wednesday, April 1, 2020",Wholesale,USD,21,288,42,4,591.72,422.66,169.06
SO311,"Monday, March 9, 2020",Wholesale,USD,20,311,43,1,482.26,344.47,137.79
SO312,"Monday, May 25, 2020",Distributor,USD,14,346,35,5,226.79,161.99,64.80
SO313,"Thursday, May 28, 2020",Online,USD,23,185,13,6,584.15,417.25,166.90
SO314,"Friday, January 31, 2020",In-Store,USD,18,78,29,7,206.92,147.80,59.12
SO315,"Tuesday, May 12, 2020",In-Store,USD,25,34,44,1,350.03,250.02,100.01
SO316,"Saturday, February 15, 2020",In-Store,USD,14,323,19,1,600.61,429.01,171.60
SO317,"Thursday, February 27, 2020",Distributor,USD,6,338,19,6,157.56,112.54,45.02
SO318,"Sunday, May 31, 2020",Online,USD,25,190,1,8,529.34,378.10,151.24
SO319,"Thursday, April 23, 2020",In-Store,USD,15,275,20,8,376.09,268.64,107.45
SO320,"Sunday, January 19, 2020",Online,USD,18,158,45,8,172.73,123.38,49.35
SO321,"Monday, April 27, 2020",Distributor,USD,2,350,39,1,611.54,436.81,174.73
SO322,"Sunday, March 8, 2020",Wholesale,USD,20,224,36,10,278.61,199.01,79.60
SO323,"Wednesday, April 29, 2020",Online,USD,4,59,27,10,424.83,303.45,121.38
SO324,"Tuesday, January 21, 2020",In-Store,USD,5,136,34,3,258.06,184.33,73.73
SO325,"Monday, April 6, 2020",Wholesale,USD,9,309,6,1,287.18,205.13,82.05
SO326,"Wednesday, March 4, 2020",Online,USD,24,26,11,7,580.07,414.34,165.74
SO327,"Monday, March 2, 2020",Online,USD,12,238,6,1,157.58,112.56,45.02
SO328,"Monday, May 11, 2020",Wholesale,USD,8,206,11,9,275.64,196.88,78.75
SO329,"Wednesday, May 20, 2020",In-Store,USD,24,206,15,6,207.17,147.98,59.19
SO330,"Wednesday, February 26, 2020",Online,USD,19,109,41,2,526.18,375.84,150.34
SO331,"Thursday, February 20, 2020",In-Store,USD,11,28,2,10,324.30,231.64,92.66
SO332,"Monday, May 25, 2020",Wholesale,USD,11,82,23,2,386.70,276.22,110.49
SO333,"Tuesday, February 11, 2020",Distributor,USD,3,4,43,7,169.61,121.15,48.46
SO334,"Friday, April 17, 2020",Online,USD,21,329,15,4,378.21,270.15,108.06
SO335,"Wednesday, March 4, 2020",Online,USD,13,249,11,3,172.40,123.14,49.26
SO336,"Saturday, April 11, 2020",Wholesale,USD,18,164,23,4,250.03,178.59,71.44
SO337,"Tuesday, March 10, 2020",Distributor,USD,25,175,21,3,477.98,341.42,136.57
SO338,"Friday, March 6, 2020",Wholesale,USD,8,120,14,10,384.26,274.47,109.79
SO339,"Saturday, April 18, 2020",Distributor,USD,2,57,34,4,491.95,351.39,140.56
SO340,"Friday, April 10, 2020",Online,USD,23,355,47,10,407.50,291.07,116.43
SO341,"Sunday, January 12, 2020",Wholesale,USD,25,121,9,5,289.46,206.76,82.70
SO342,"Saturday, January 4, 2020",Online,USD,3,287,16,1,223.41,159.58,63.83
SO343,"Sunday, May 3, 2020",Online,USD,18,360,43,7,273.02,195.02,78.01
SO344,"Saturday, May 30, 2020",In-Store,USD,4,60,28,10,287.94,205.67,82.27
SO345,"Saturday, March 21, 2020",Online,USD,25,362,4,6,597.38,426.70,170.68
SO346,"Friday, April 3, 2020",In-Store,USD,21,125,1,6,579.18,413.70,165.48
SO347,"Sunday, March 1, 2020",Distributor,USD,16,363,12,10,502.37,358.84,143.53
SO348,"Wednesday, February 26, 2020",Wholesale,USD,14,124,40,1,344.19,245.85,98.34
SO349,"Sunday, February 2, 2020",Online,USD,14,36,41,8,325.04,232.17,92.87
SO350,"Sunday, February 23, 2020",Distributor,USD,4,127,12,2,329.25,235.18,94.07
SO351,"Saturday, January 18, 2020",Online,USD,18,77,43,10,570.28,407.34,162.94
SO352,"Saturday, April 18, 2020",Wholesale,USD,9,84,43,9,307.42,219.59,87.84
SO353,"Sunday, May 24, 2020",Distributor,USD,7,6,32,7,560.71,400.51,160.20
SO354,"Monday, January 6, 2020",Online,USD,17,19,2,4,373.38,266.70,106.68
SO355,"Wednesday, April 1, 2020",In-Store,USD,9,342,2,4,313.73,224.10,89.64
SO356,"Thursday, May 14, 2020",Online,USD,26,284,12,5,572.75,409.11,163.64
SO357,"Wednesday, April 22, 2020",Online,USD,13,182,32,9,400.87,286.34,114.54
SO358,"Friday, January 3, 2020",Distributor,USD,14,192,14,2,572.66,409.04,163.62
SO359,"Tuesday, May 12, 2020",Online,USD,2,16,46,10,180.80,129.15,51.66
SO360,"Friday, April 17, 2020",Wholesale,USD,26,46,33,3,203.04,145.03,58.01
SO361,"Saturday, April 11, 2020",In-Store,USD,10,235,43,6,433.78,309.84,123.94
SO362,"Saturday, February 22, 2020",Distributor,USD,21,278,47,3,320.93,229.24,91.70
SO363,"Wednesday, May 6, 2020",Wholesale,USD,22,221,38,1,518.28,370.20,148.08
SO364,"Wednesday, February 5, 2020",In-Store,USD,3,336,32,5,568.96,406.40,162.56
SO365,"Sunday, January 19, 2020",Wholesale,USD,23,39,35,7,336.17,240.12,96.05
SO366,"Thursday, January 23, 2020",In-Store,USD,19,32,26,4,243.50,173.93,69.57
SO367,"Friday, January 24, 2020",Wholesale,USD,1,246,16,2,483.58,345.41,138.17
SO368,"Monday, February 10, 2020",Distributor,USD,4,286,34,5,597.37,426.69,170.68
SO369,"Saturday, February 8, 2020",Distributor,USD,12,207,2,3,603.34,430.96,172.38
SO370,"Friday, February 14, 2020",Wholesale,USD,9,302,25,3,514.07,367.19,146.88
SO371,"Saturday, February 22, 2020",Distributor,USD,11,142,46,9,588.85,420.61,168.24
SO372,"Sunday, January 19, 2020",In-Store,USD,11,40,13,10,160.83,114.88,45.95
SO373,"Tuesday, April 14, 2020",Wholesale,USD,15,144,5,6,396.37,283.12,113.25
SO374,"Thursday, February 6, 2020",In-Store,USD,13,50,21,7,298.99,213.56,85.43
SO375,"Wednesday, January 8, 2020",Online,USD,16,110,12,7,360.40,257.43,102.97
SO376,"Wednesday, April 8, 2020",Wholesale,USD,24,28,32,3,586.51,418.93,167.57
SO377,"Sunday, March 8, 2020",In-Store,USD,21,234,22,7,524.62,374.73,149.89
SO378,"Saturday, February 1, 2020",Online,USD,24,74,44,9,332.66,237.61,95.05
SO379,"Friday, April 10, 2020",Online,USD,17,344,13,3,632.33,451.66,180.66
SO380,"Saturday, March 14, 2020",Distributor,USD,16,330,20,2,280.17,200.12,80.05
SO381,"Monday, January 27, 2020",Online,USD,23,79,8,7,541.57,386.84,154.74
SO382,"Saturday, March 28, 2020",Distributor,USD,13,219,9,6,608.26,434.47,173.79
SO383,"Tuesday, January 21, 2020",In-Store,USD,15,237,26,4,454.40,324.57,129.83
SO384,"Friday, March 27, 2020",In-Store,USD,22,129,33,4,495.57,353.98,141.59
SO385,"Tuesday, March 31, 2020",Wholesale,USD,8,130,11,4,474.77,339.12,135.65
SO386,"Sunday, March 15, 2020",In-Store,USD,5,339,26,8,197.71,141.22,56.49
SO387,"Sunday, January 12, 2020",Distributor,USD,23,244,7,10,638.20,455.86,182.34
SO388,"Friday, May 22, 2020",Wholesale,USD,4,197,8,1,207.01,147.87,59.15
SO389,"Saturday, February 1, 2020",In-Store,USD,25,117,13,7,176.12,125.80,50.32
SO390,"Thursday, April 30, 2020",Wholesale,USD,17,265,18,9,202.83,144.88,57.95
SO391,"Tuesday, January 7, 2020",Wholesale,USD,14,166,46,3,414.53,296.09,118.44
SO392,"Wednesday, April 15, 2020",Online,USD,9,329,43,9,626.18,447.27,178.91
SO393,"Monday, February 3, 2020",Online,USD,1,126,26,1,300.41,214.58,85.83
SO394,"Sunday, January 19, 2020",Wholesale,USD,13,217,13,3,318.85,227.75,91.10
SO395,"Thursday, January 23, 2020",Wholesale,USD,20,95,18,8,228.03,162.88,65.15
SO396,"Monday, February 17, 2020",Online,USD,18,175,37,6,325.20,232.28,92.91
SO397,"Friday, May 1, 2020",In-Store,USD,10,311,6,1,403.05,287.90,115.16
SO398,"Saturday, February 22, 2020",Online,USD,18,218,18,4,533.09,380.78,152.31
SO399,"Thursday, May 14, 2020",Online,USD,18,355,42,7,649.08,463.63,185.45
SO400,"Tuesday, January 21, 2020",In-Store,USD,11,165,40,1,504.98,360.70,144.28
SO401,"Wednesday, March 11, 2020",Distributor,USD,20,322,13,3,169.12,120.80,48.32
SO402,"Sunday, January 26, 2020",In-Store,USD,5,326,6,7,443.89,317.07,126.83
SO403,"Friday, January 31, 2020",In-Store,USD,17,59,21,2,408.95,292.11,116.84
SO404,"Thursday, January 23, 2020",Distributor,USD,14,321,10,6,368.81,263.43,105.37
SO405,"Saturday, May 9, 2020",Distributor,USD,18,304,13,9,266.59,190.42,76.17
SO406,"Saturday, January 4, 2020",In-Store,USD,20,229,45,10,207.85,148.47,59.39
SO407,"Sunday, May 3, 2020",Wholesale,USD,7,168,28,9,572.17,408.69,163.48
SO408,"Wednesday, May 27, 2020",Online,USD,23,261,1,4,637.14,455.10,182.04
SO409,"Friday, April 3, 2020",In-Store,USD,8,136,16,6,318.91,227.79,91.12
SO410,"Saturday, February 8, 2020",Online,USD,6,29,31,7,610.25,435.90,174.36
SO411,"Sunday, May 3, 2020",Online,USD,6,32,7,1,317.18,226.56,90.62
SO412,"Sunday, January 26, 2020",Wholesale,USD,7,34,32,1,173.70,124.07,49.63
SO413,"Saturday, April 11, 2020",Wholesale,USD,17,250,35,7,509.68,364.06,145.62
SO414,"Saturday, March 7, 2020",Wholesale,USD,20,19,29,8,254.79,181.99,72.80
SO415,"Saturday, March 14, 2020",In-Store,USD,25,262,45,9,357.23,255.16,102.07
SO416,"Sunday, April 19, 2020",In-Store,USD,3,305,19,4,251.82,179.87,71.95
SO417,"Wednesday, April 1, 2020",In-Store,USD,3,320,17,10,306.76,219.12,87.65
SO418,"Wednesday, January 15, 2020",In-Store,USD,17,185,25,5,393.50,281.07,112.43
SO419,"Sunday, February 23, 2020",Online,USD,23,190,1,1,474.51,338.94,135.57
SO420,"Sunday, May 3, 2020",In-Store,USD,4,70,47,7,428.99,306.42,122.57
SO421,"Friday, March 6, 2020",Wholesale,USD,2,263,18,9,317.46,226.76,90.70
SO422,"Sunday, March 22, 2020",Wholesale,USD,26,163,13,7,362.98,259.27,103.71
SO423,"Friday, March 27, 2020",Distributor,USD,13,194,39,6,185.54,132.53,53.01
SO424,"Sunday, May 10, 2020",Distributor,USD,11,332,42,9,558.72,399.08,159.63
SO425,"Monday, March 16, 2020",In-Store,USD,22,213,6,9,261.11,186.51,74.60
SO426,"Sunday, May 31, 2020",Online,USD,1,30,47,6,159.85,114.18,45.67
SO427,"Friday, March 6, 2020",In-Store,USD,8,72,41,10,533.81,381.29,152.52
SO428,"Tuesday, April 21, 2020",Wholesale,USD,16,160,14,3,422.57,301.83,120.73
SO429,"Saturday, April 18, 2020",Wholesale,USD,1,234,21,4,573.78,409.84,163.94
SO430,"Sunday, January 12, 2020",Wholesale,USD,12,72,28,10,636.40,454.57,181.83
SO431,"Sunday, February 9, 2020",Online,USD,5,81,27,4,496.69,354.78,141.91
SO432,"Tuesday, February 18, 2020",Online,USD,13,181,41,2,489.53,349.67,139.87
SO433,"Sunday, May 31, 2020",Distributor,USD,21,120,1,3,631.33,450.95,180.38
SO434,"Wednesday, February 19, 2020",Wholesale,USD,2,296,16,5,314.64,224.74,89.90
SO435,"Saturday, March 7, 2020",Distributor,USD,24,232,13,5,531.54,379.67,151.87
SO436,"Sunday, February 9, 2020",In-Store,USD,21,294,16,5,295.58,211.13,84.45
SO437,"Friday, May 29, 2020",In-Store,USD,17,14,6,8,604.68,431.91,172.76
SO438,"Sunday, January 26, 2020",Online,USD,17,11,31,8,341.40,243.86,97.54
SO439,"Sunday, April 26, 2020",Distributor,USD,6,43,28,9,235.11,167.94,67.18
SO440,"Friday, May 29, 2020",Online,USD,2,38,31,3,455.49,325.35,130.14
SO441,"Tuesday, May 26, 2020",Distributor,USD,10,32,28,3,434.27,310.19,124.08
SO442,"Sunday, January 5, 2020",Online,USD,2,93,21,4,550.87,393.48,157.39
SO443,"Saturday, January 4, 2020",Distributor,USD,13,221,3,5,637.21,455.15,182.06
SO444,"Sunday, May 24, 2020",In-Store,USD,2,166,6,1,290.95,207.82,83.13
SO445,"Friday, January 17, 2020",Distributor,USD,7,330,45,4,432.91,309.22,123.69
SO446,"Monday, April 20, 2020",In-Store,USD,20,183,15,5,161.24,115.17,46.07
SO447,"Friday, May 1, 2020",Wholesale,USD,12,25,38,9,607.56,433.97,173.59
SO448,"Thursday, January 30, 2020",Wholesale,USD,8,256,1,8,593.83,424.17,169.67
SO449,"Thursday, May 14, 2020",Wholesale,USD,16,175,47,6,510.71,364.79,145.92
SO450,"Tuesday, January 21, 2020",Wholesale,USD,8,28,14,8,600.67,429.05,171.62
SO451,"Tuesday, March 31, 2020",Online,USD,12,237,39,7,401.94,287.10,114.84
SO452,"Thursday, January 9, 2020",Wholesale,USD,14,99,14,7,502.85,359.18,143.67
SO453,"Monday, May 4, 2020",Wholesale,USD,6,35,17,9,527.42,376.73,150.69
SO454,"Saturday, January 4, 2020",Online,USD,9,175,35,4,442.54,316.10,126.44
SO455,"Friday, January 17, 2020",In-Store,USD,17,343,7,5,323.61,231.15,92.46
SO456,"Wednesday, February 5, 2020",Distributor,USD,6,69,32,2,517.30,369.50,147.80
SO457,"Saturday, February 29, 2020",In-Store,USD,18,93,26,10,268.90,192.07,76.83
SO458,"Friday, February 7, 2020",Online,USD,19,186,20,3,485.82,347.01,138.80
SO459,"Friday, May 8, 2020",Distributor,USD,16,211,22,10,511.92,365.65,146.26
SO460,"Saturday, January 4, 2020",In-Store,USD,11,121,38,9,626.23,447.31,178.92
SO461,"Tuesday, February 11, 2020",In-Store,USD,6,326,7,10,550.88,393.49,157.39
SO462,"Sunday, January 19, 2020",Online,USD,22,249,46,10,443.84,317.03,126.81
SO463,"Friday, May 22, 2020",Online,USD,4,33,1,1,355.19,253.70,101.48
SO464,"Friday, May 8, 2020",Distributor,USD,12,346,39,7,566.68,404.77,161.91
SO465,"Saturday, April 25, 2020",Online,USD,12,299,11,2,440.02,314.30,125.72
SO466,"Thursday, January 9, 2020",Online,USD,9,313,22,9,267.21,190.87,76.35
SO467,"Monday, February 3, 2020",Wholesale,USD,10,351,28,10,533.89,381.35,152.54
SO468,"Thursday, January 2, 2020",Online,USD,19,152,9,1,207.31,148.08,59.23
SO469,"Sunday, March 15, 2020",Online,USD,23,159,4,8,612.14,437.24,174.90
SO470,"Sunday, March 8, 2020",Online,USD,25,50,17,9,590.06,421.47,168.59
SO471,"Wednesday, March 25, 2020",Wholesale,USD,6,342,43,3,179.01,127.87,51.15
SO472,"Monday, April 20, 2020",Online,USD,14,104,28,10,558.23,398.74,159.49
SO473,"Saturday, February 29, 2020",Distributor,USD,24,255,7,7,322.74,230.53,92.21
SO474,"Monday, May 4, 2020",Distributor,USD,18,1,28,3,295.42,211.01,84.41
SO475,"Friday, March 6, 2020",Online,USD,17,232,6,8,167.71,119.79,47.92
SO476,"Wednesday, February 26, 2020",Wholesale,USD,15,187,14,9,397.06,283.62,113.45
SO477,"Friday, May 15, 2020",Distributor,USD,4,103,11,10,514.77,367.69,147.08
SO478,"Tuesday, February 4, 2020",Distributor,USD,6,261,3,5,218.01,155.72,62.29
SO479,"Friday, April 24, 2020",In-Store,USD,20,135,36,1,532.17,380.12,152.05
SO480,"Saturday, January 4, 2020",Distributor,USD,9,361,27,6,535.27,382.33,152.93
SO481,"Sunday, February 23, 2020",Distributor,USD,18,27,1,9,538.65,384.75,153.90
SO482,"Wednesday, May 13, 2020",Online,USD,12,338,5,8,459.12,327.95,131.18
SO483,"Monday, May 25, 2020",Wholesale,USD,22,76,34,1,498.78,356.27,142.51
SO484,"Wednesday, January 29, 2020",Online,USD,23,110,27,7,193.74,138.38,55.35
SO485,"Wednesday, April 29, 2020",Distributor,USD,23,315,30,1,508.53,363.23,145.29
SO486,"Monday, January 6, 2020",Wholesale,USD,14,220,28,8,331.89,237.06,94.83
SO487,"Tuesday, February 18, 2020",Online,USD,16,118,28,6,155.54,111.10,44.44
SO488,"Friday, May 8, 2020",Online,USD,21,283,14,9,517.60,369.72,147.89
SO489,"Tuesday, May 5, 2020",In-Store,USD,12,100,34,2,276.81,197.72,79.09
SO490,"Thursday, January 23, 2020",Online,USD,22,56,41,8,435.67,311.19,124.48
SO491,"Monday, March 23, 2020",Wholesale,USD,22,201,15,8,240.62,171.87,68.75
SO492,"Friday, April 17, 2020",Wholesale,USD,18,250,37,10,200.34,143.10,57.24
SO493,"Thursday, May 14, 2020",Distributor,USD,11,367,30,2,537.89,384.21,153.68
SO494,"Monday, February 10, 2020",Distributor,USD,15,301,13,3,346.80,247.71,99.08
SO495,"Saturday, March 28, 2020",Online,USD,5,85,42,4,553.35,395.25,158.10
SO496,"Wednesday, April 22, 2020",Distributor,USD,9,303,35,7,251.07,179.33,71.73
SO497,"Thursday, April 9, 2020",Wholesale,USD,18,90,38,8,550.22,393.01,157.21
SO498,"Monday, April 6, 2020",Wholesale,USD,6,116,37,4,442.52,316.09,126.43
SO499,"Thursday, April 16, 2020",In-Store,USD,6,107,28,8,494.29,353.06,141.22
SO500,"Monday, May 18, 2020",Distributor,USD,21,91,14,10,370.15,264.39,105.76
SO501,"Monday, April 27, 2020",Online,USD,21,154,25,1,492.52,351.80,140.72
SO502,"Tuesday, April 7, 2020",In-Store,USD,12,264,38,10,343.21,245.15,98.06
SO503,"Saturday, May 9, 2020",Online,USD,22,204,9,9,231.65,165.47,66.19
SO504,"Monday, February 3, 2020",Distributor,USD,7,102,42,6,460.01,328.58,131.43
SO505,"Saturday, May 2, 2020",Online,USD,23,36,43,7,438.35,313.11,125.24
SO506,"Sunday, May 17, 2020",Online,USD,10,225,18,5,485.80,347.00,138.80
SO507,"Friday, January 31, 2020",Wholesale,USD,21,124,25,1,489.94,349.96,139.98
SO508,"Tuesday, May 26, 2020",Wholesale,USD,6,291,34,1,257.20,183.72,73.49
SO509,"Friday, March 6, 2020",Distributor,USD,18,83,47,9,457.81,327.00,130.80
SO510,"Friday, April 17, 2020",Distributor,USD,25,174,30,7,315.51,225.36,90.14
SO511,"Saturday, May 30, 2020",Distributor,USD,13,97,23,3,459.83,328.45,131.38
SO512,"Thursday, February 6, 2020",In-Store,USD,8,264,5,10,592.78,423.41,169.37
SO513,"Saturday, May 16, 2020",In-Store,USD,6,209,16,10,343.61,245.43,98.17
SO514,"Friday, April 3, 2020",Online,USD,10,118,13,10,610.77,436.26,174.50
SO515,"Monday, March 30, 2020",In-Store,USD,4,130,41,4,342.31,244.51,97.80
SO516,"Wednesday, April 22, 2020",In-Store,USD,17,300,18,4,268.82,192.01,76.80
SO517,"Wednesday, April 22, 2020",Online,USD,12,153,28,9,464.32,331.65,132.66
SO518,"Monday, February 24, 2020",Distributor,USD,8,217,28,6,422.45,301.75,120.70
SO519,"Sunday, May 10, 2020",Distributor,USD,2,127,40,8,511.09,365.06,146.02
SO520,"Monday, April 20, 2020",Wholesale,USD,5,252,36,10,575.27,410.91,164.36
SO521,"Wednesday, April 15, 2020",In-Store,USD,2,198,26,5,237.87,169.91,67.96
SO522,"Saturday, May 30, 2020",Online,USD,19,109,27,4,150.31,107.36,42.95
SO523,"Sunday, April 12, 2020",In-Store,USD,6,101,27,8,299.21,213.72,85.49
SO524,"Wednesday, February 19, 2020",Online,USD,24,11,37,2,413.05,295.04,118.02
SO525,"Monday, May 25, 2020",Distributor,USD,24,140,13,5,237.34,169.53,67.81
SO526,"Thursday, February 13, 2020",Distributor,USD,13,147,15,5,235.69,168.35,67.34
SO527,"Tuesday, May 5, 2020",Distributor,USD,1,110,41,9,417.96,298.54,119.42
SO528,"Monday, January 6, 2020",Online,USD,4,64,32,2,560.36,400.26,160.10
SO529,"Sunday, March 29, 2020",Wholesale,USD,9,195,29,10,413.95,295.68,118.27
SO530,"Saturday, February 22, 2020",Wholesale,USD,26,173,28,1,480.47,343.19,137.28
SO531,"Sunday, January 5, 2020",Distributor,USD,15,291,20,1,491.01,350.72,140.29
SO532,"Monday, March 16, 2020",Online,USD,17,305,8,7,549.26,392.33,156.93
SO533,"Thursday, February 6, 2020",Distributor,USD,22,148,41,2,449.35,320.97,128.39
SO534,"Saturday, March 21, 2020",In-Store,USD,24,207,37,9,493.28,352.34,140.94
SO535,"Friday, February 14, 2020",In-Store,USD,21,238,4,3,220.81,157.72,63.09
SO536,"Monday, March 16, 2020",In-Store,USD,8,45,27,2,176.47,126.05,50.42
SO537,"Friday, January 17, 2020",Wholesale,USD,4,76,36,3,233.12,166.52,66.61
SO538,"Friday, March 27, 2020",Wholesale,USD,12,133,5,5,260.93,186.38,74.55
SO539,"Sunday, March 15, 2020",Online,USD,3,321,20,5,179.20,128.00,51.20
SO540,"Friday, February 7, 2020",Distributor,USD,17,307,44,10,638.53,456.09,182.44
SO541,"Monday, January 20, 2020",Wholesale,USD,8,53,30,7,465.55,332.53,133.01
SO542,"Tuesday, May 26, 2020",In-Store,USD,19,209,39,8,344.14,245.82,98.33
SO543,"Sunday, January 26, 2020",Wholesale,USD,9,154,29,1,218.33,155.95,62.38
SO544,"Wednesday, May 13, 2020",Online,USD,5,344,32,9,281.02,200.73,80.29
SO545,"Sunday, March 8, 2020",In-Store,USD,6,319,41,7,379.62,271.16,108.46
SO546,"Saturday, April 4, 2020",Distributor,USD,10,204,2,6,194.50,138.93,55.57
SO547,"Friday, April 10, 2020",Wholesale,USD,15,91,19,7,511.80,365.57,146.23
SO548,"Friday, February 7, 2020",Wholesale,USD,10,130,11,10,493.24,352.31,140.93
SO549,"Sunday, January 12, 2020",Distributor,USD,8,64,32,7,598.32,427.37,170.95
SO550,"Sunday, April 26, 2020",In-Store,USD,11,86,25,6,604.62,431.87,172.75
SO551,"Thursday, February 27, 2020",Distributor,USD,18,245,27,5,216.04,154.32,61.73
SO552,"Monday, May 18, 2020",Wholesale,USD,11,355,7,5,204.95,146.40,58.56
SO553,"Sunday, May 17, 2020",In-Store,USD,11,353,44,8,606.12,432.94,173.18
SO554,"Wednesday, January 8, 2020",Wholesale,USD,15,81,41,3,271.65,194.03,77.61
SO555,"Tuesday, March 3, 2020",In-Store,USD,21,333,18,9,264.95,189.25,75.70
SO556,"Monday, March 2, 2020",Online,USD,16,331,17,10,528.53,377.52,151.01
SO557,"Thursday, May 14, 2020",Distributor,USD,6,162,24,3,353.75,252.68,101.07
SO558,"Tuesday, May 26, 2020",Wholesale,USD,9,75,40,6,501.92,358.52,143.41
SO559,"Sunday, February 23, 2020",In-Store,USD,8,350,27,3,277.80,198.43,79.37
SO560,"Monday, April 27, 2020",In-Store,USD,24,7,29,3,508.22,363.01,145.21
SO561,"Wednesday, March 11, 2020",Distributor,USD,9,210,28,9,485.25,346.61,138.64
SO562,"Friday, March 13, 2020",Online,USD,26,222,7,4,521.97,372.83,149.13
SO563,"Wednesday, February 26, 2020",Online,USD,15,226,10,10,602.35,430.25,172.10
SO564,"Sunday, February 16, 2020",Distributor,USD,19,257,17,7,509.79,364.13,145.65
SO565,"Friday, February 14, 2020",Distributor,USD,9,289,25,5,185.16,132.25,52.90
SO566,"Sunday, May 17, 2020",Online,USD,4,166,5,4,429.66,306.90,122.76
SO567,"Wednesday, March 25, 2020",Online,USD,18,316,12,1,475.27,339.48,135.79
SO568,"Tuesday, March 31, 2020",In-Store,USD,18,312,31,6,224.29,160.21,64.08
SO569,"Saturday, February 1, 2020",Online,USD,15,339,31,2,161.10,115.07,46.03
SO570,"Wednesday, January 15, 2020",Distributor,USD,4,195,1,4,262.70,187.64,75.06
SO571,"Monday, March 9, 2020",Wholesale,USD,21,146,46,2,315.76,225.54,90.22
SO572,"Friday, April 24, 2020",Distributor,USD,8,62,23,3,304.19,217.28,86.91
SO573,"Sunday, March 1, 2020",Distributor,USD,10,163,27,6,240.52,171.80,68.72
